DeviceName,DeviceDateTime,BatteryStatus,CommId,GPS Confidence,GPS Fail Counter,GpsQuality,Latitude,Longitude
0-4388627,2023-03-09 02:49:32,GOOD,0-4388627,0,0,3,48.357932,-4.560506
0-4388599,2023-03-09 02:48:24,GOOD,0-4388599,0,0,3,48.357943,-4.560463
0-4388581,2023-03-09 02:47:59,GOOD,0-4388581,0,0,3,48.3579,-4.56042
0-4388635,2023-03-09 02:45:59,GOOD,0-4388635,0,0,3,48.357954,-4.560506
0-4351902,2023-03-09 02:45:53,GOOD,0-4351902,0,0,3,48.357932,-4.560485
0-4388620,2023-03-09 02:45:19,GOOD,0-4388620,0,0,3,48.357975,-4.560463
0-4351296,2023-03-09 02:44:51,GOOD,0-4351296,0,0,3,48.35834,-4.560614
0-4388605,2023-03-09 02:44:38,GOOD,0-4388605,0,0,3,48.357922,-4.560463
0-4388608,2023-03-09 02:44:37,GOOD,0-4388608,0,0,3,48.357943,-4.560485
0-4388627,2023-03-09 02:44:34,GOOD,0-4388627,0,0,3,48.3579,-4.560549
0-4388675,2023-03-09 02:44:33,GOOD,0-4388675,0,0,3,48.357932,-4.560463
0-4388599,2023-03-09 02:43:18,GOOD,0-4388599,0,0,3,48.357922,-4.560485
0-4388581,2023-03-09 02:42:57,GOOD,0-4388581,0,0,3,48.357964,-4.560549
0-4351902,2023-03-09 02:40:48,GOOD,0-4351902,0,0,3,48.357911,-4.560463
0-4388605,2023-03-09 02:40:22,GOOD,0-4388605,0,0,3,48.357911,-4.560506
0-4388620,2023-03-09 02:40:18,GOOD,0-4388620,0,0,3,48.357889,-4.560528
0-4388635,2023-03-09 02:39:51,GOOD,0-4388635,0,0,3,48.357911,-4.560528
0-4351296,2023-03-09 02:39:47,GOOD,0-4351296,0,0,3,48.358319,-4.560614
0-4388627,2023-03-09 02:39:41,GOOD,0-4388627,0,0,3,48.357911,-4.560528
0-4388675,2023-03-09 02:39:39,GOOD,0-4388675,0,0,3,48.357964,-4.560528
0-4388608,2023-03-09 02:39:24,GOOD,0-4388608,0,0,3,48.357857,-4.560592
0-4388605,2023-03-09 02:39:19,GOOD,0-4388605,0,0,3,48.357857,-4.560657
0-4388599,2023-03-09 02:38:46,GOOD,0-4388599,0,0,3,48.357943,-4.560463
0-4388581,2023-03-09 02:38:07,GOOD,0-4388581,0,0,3,48.357932,-4.560485
0-4388635,2023-03-09 02:36:14,GOOD,0-4388635,0,0,3,48.357911,-4.560485
0-4388627,2023-03-09 02:36:04,GOOD,0-4388627,0,0,3,48.357964,-4.560485
0-4351902,2023-03-09 02:35:51,GOOD,0-4351902,0,0,3,48.3579,-4.560463
0-4388620,2023-03-09 02:34:50,GOOD,0-4388620,0,0,3,48.357954,-4.560485
0-4388675,2023-03-09 02:34:49,GOOD,0-4388675,0,0,3,48.357922,-4.560485
0-4351296,2023-03-09 02:34:48,GOOD,0-4351296,0,0,3,48.358276,-4.560549
0-4388608,2023-03-09 02:34:32,GOOD,0-4388608,0,0,3,48.357868,-4.560571
0-4388599,2023-03-09 02:33:27,GOOD,0-4388599,0,0,3,48.357943,-4.560528
0-4388581,2023-03-09 02:32:56,GOOD,0-4388581,0,0,3,48.357932,-4.560463
0-4351902,2023-03-09 02:30:51,GOOD,0-4351902,0,0,3,48.357922,-4.560442
0-4388620,2023-03-09 02:30:46,GOOD,0-4388620,0,0,3,48.358029,-4.560506
0-4388635,2023-03-09 02:30:05,GOOD,0-4388635,0,0,3,48.357932,-4.560506
0-4351296,2023-03-09 02:29:47,GOOD,0-4351296,0,0,3,48.358243,-4.560549
0-4388599,2023-03-09 02:29:39,GOOD,0-4388599,0,0,3,48.357943,-4.560506
0-4388605,2023-03-09 02:29:35,GOOD,0-4388605,0,0,3,48.357932,-4.560506
0-4388608,2023-03-09 02:29:32,GOOD,0-4388608,0,0,3,48.357932,-4.560463
0-4388675,2023-03-09 02:29:28,GOOD,0-4388675,0,0,3,48.357879,-4.560506
0-4388627,2023-03-09 02:29:26,GOOD,0-4388627,0,0,3,48.357922,-4.560442
0-4388581,2023-03-09 02:28:17,GOOD,0-4388581,0,0,3,48.357932,-4.560571
0-4388620,2023-03-09 02:26:25,GOOD,0-4388620,0,0,3,48.357975,-4.560485
0-4388605,2023-03-09 02:26:22,GOOD,0-4388605,0,0,3,48.357911,-4.560528
0-4351902,2023-03-09 02:25:54,GOOD,0-4351902,0,0,3,48.357922,-4.560463
0-4388635,2023-03-09 02:25:04,GOOD,0-4388635,0,0,3,48.357932,-4.560528
0-4351296,2023-03-09 02:24:47,GOOD,0-4351296,0,0,3,48.358222,-4.560614
0-4388627,2023-03-09 02:24:32,GOOD,0-4388627,0,0,3,48.357997,-4.56042
0-4388608,2023-03-09 02:24:27,GOOD,0-4388608,0,0,3,48.357932,-4.560463
0-4388675,2023-03-09 02:24:21,GOOD,0-4388675,0,0,3,48.357964,-4.560528
0-4388599,2023-03-09 02:23:29,GOOD,0-4388599,0,0,3,48.357911,-4.560442
0-4388581,2023-03-09 02:22:56,GOOD,0-4388581,0,0,3,48.358136,-4.560828
0-4351902,2023-03-09 02:20:50,GOOD,0-4351902,0,0,3,48.357922,-4.560463
0-4388635,2023-03-09 02:20:03,GOOD,0-4388635,0,0,3,48.357911,-4.560506
0-4388605,2023-03-09 02:19:55,GOOD,0-4388605,0,0,3,48.357943,-4.560442
0-4388675,2023-03-09 02:19:48,GOOD,0-4388675,0,0,3,48.357911,-4.560485
0-4351296,2023-03-09 02:19:47,GOOD,0-4351296,0,0,3,48.35819,-4.560571
0-4388620,2023-03-09 02:19:47,GOOD,0-4388620,0,0,3,48.35804,-4.560463
0-4388608,2023-03-09 02:19:22,GOOD,0-4388608,0,0,3,48.3579,-4.560528
0-4388599,2023-03-09 02:18:34,GOOD,0-4388599,0,0,3,48.357342,-4.560034
0-4388581,2023-03-09 02:18:10,GOOD,0-4388581,0,0,3,48.357943,-4.560528
0-4351902,2023-03-09 02:15:51,GOOD,0-4351902,0,0,3,48.357922,-4.560442
0-4388620,2023-03-09 02:15:37,GOOD,0-4388620,0,0,3,48.35761,-4.560463
0-4388635,2023-03-09 02:15:20,GOOD,0-4388635,0,0,3,48.357922,-4.560528
0-4388605,2023-03-09 02:15:17,GOOD,0-4388605,0,0,3,48.3579,-4.560442
0-4351296,2023-03-09 02:14:46,GOOD,0-4351296,0,0,3,48.35819,-4.560549
0-4388627,2023-03-09 02:14:41,GOOD,0-4388627,0,0,3,48.357889,-4.560463
0-4388675,2023-03-09 02:14:36,GOOD,0-4388675,0,0,3,48.357911,-4.560463
0-4388608,2023-03-09 02:14:27,GOOD,0-4388608,0,0,3,48.357932,-4.560335
0-4388599,2023-03-09 02:13:34,GOOD,0-4388599,0,0,3,48.357932,-4.560485
0-4388581,2023-03-09 02:12:59,GOOD,0-4388581,0,0,3,48.357922,-4.560528
0-4351902,2023-03-09 02:10:52,GOOD,0-4351902,0,0,3,48.357932,-4.560485
0-4388620,2023-03-09 02:10:28,GOOD,0-4388620,0,0,3,48.357879,-4.560549
0-4388635,2023-03-09 02:10:11,GOOD,0-4388635,0,0,3,48.357932,-4.560485
0-4351296,2023-03-09 02:09:46,GOOD,0-4351296,0,0,3,48.358158,-4.560635
0-4388608,2023-03-09 02:09:45,GOOD,0-4388608,0,0,3,48.357879,-4.560485
0-4388627,2023-03-09 02:09:44,GOOD,0-4388627,0,0,3,48.357932,-4.560506
0-4388605,2023-03-09 02:09:43,GOOD,0-4388605,0,0,3,48.357868,-4.560506
0-4388675,2023-03-09 02:09:29,GOOD,0-4388675,0,0,3,48.357857,-4.560485
0-4388599,2023-03-09 02:08:24,GOOD,0-4388599,0,0,3,48.357964,-4.560442
0-4388581,2023-03-09 02:08:05,GOOD,0-4388581,0,0,3,48.357964,-4.560506
0-4351902,2023-03-09 02:05:50,GOOD,0-4351902,0,0,3,48.357911,-4.560463
0-4388675,2023-03-09 02:05:15,GOOD,0-4388675,0,0,3,48.357922,-4.560485
0-4388620,2023-03-09 02:04:50,GOOD,0-4388620,0,0,3,48.358083,-4.56042
0-4351296,2023-03-09 02:04:47,GOOD,0-4351296,0,0,3,48.358136,-4.560549
0-4388635,2023-03-09 02:04:47,GOOD,0-4388635,0,0,3,48.357954,-4.560463
0-4388605,2023-03-09 02:04:46,GOOD,0-4388605,0,0,3,48.357846,-4.560463
0-4388608,2023-03-09 02:04:34,GOOD,0-4388608,0,0,3,48.357922,-4.560463
0-4388627,2023-03-09 02:04:27,GOOD,0-4388627,0,0,3,48.357911,-4.560549
0-4388599,2023-03-09 02:03:42,GOOD,0-4388599,0,0,3,48.358018,-4.560549
0-4388581,2023-03-09 02:03:24,GOOD,0-4388581,0,0,3,48.357954,-4.560506
0-4388605,2023-03-09 02:01:24,GOOD,0-4388605,0,0,3,48.357868,-4.560463
0-4351902,2023-03-09 02:00:49,GOOD,0-4351902,0,0,3,48.357932,-4.560463
0-4388608,2023-03-09 02:00:41,GOOD,0-4388608,0,0,3,48.357911,-4.560485
0-4388620,2023-03-09 02:00:37,GOOD,0-4388620,0,0,3,48.357932,-4.560528
0-4388635,2023-03-09 02:00:24,GOOD,0-4388635,0,0,3,48.3579,-4.560528
0-4351296,2023-03-09 01:59:47,GOOD,0-4351296,0,0,3,48.358158,-4.560657
0-4388675,2023-03-09 01:59:43,GOOD,0-4388675,0,0,3,48.357911,-4.560485
0-4388627,2023-03-09 01:59:26,GOOD,0-4388627,0,0,3,48.357911,-4.560528
0-4388599,2023-03-09 01:58:22,GOOD,0-4388599,0,0,3,48.357932,-4.560463
0-4388581,2023-03-09 01:58:06,GOOD,0-4388581,0,0,3,48.357964,-4.560506
0-4351902,2023-03-09 01:55:51,GOOD,0-4351902,0,0,3,48.357922,-4.560463
0-4388620,2023-03-09 01:55:26,GOOD,0-4388620,0,0,3,48.358018,-4.560399
0-4388605,2023-03-09 01:55:00,GOOD,0-4388605,0,0,3,48.357889,-4.560485
0-4388635,2023-03-09 01:54:48,GOOD,0-4388635,0,0,3,48.357911,-4.560506
0-4351296,2023-03-09 01:54:45,GOOD,0-4351296,0,0,3,48.358168,-4.560614
0-4388608,2023-03-09 01:54:44,GOOD,0-4388608,0,0,3,48.357943,-4.560592
0-4388675,2023-03-09 01:54:35,GOOD,0-4388675,0,0,3,48.357889,-4.560485
0-4388599,2023-03-09 01:53:18,GOOD,0-4388599,0,0,3,48.357943,-4.560485
0-4388581,2023-03-09 01:52:55,GOOD,0-4388581,0,0,3,48.357922,-4.560528
0-4388627,2023-03-09 01:51:10,GOOD,0-4388627,0,0,3,48.357943,-4.560592
0-4351902,2023-03-09 01:50:51,GOOD,0-4351902,0,0,3,48.357911,-4.560442
0-4388620,2023-03-09 01:50:28,GOOD,0-4388620,0,0,3,48.358018,-4.560485
0-4388605,2023-03-09 01:50:10,GOOD,0-4388605,0,0,3,48.358115,-4.560764
0-4351296,2023-03-09 01:49:48,GOOD,0-4351296,0,0,3,48.358158,-4.560592
0-4388635,2023-03-09 01:49:35,GOOD,0-4388635,0,0,3,48.357911,-4.560442
0-4388608,2023-03-09 01:49:25,GOOD,0-4388608,0,0,3,48.357932,-4.560592
0-4388675,2023-03-09 01:49:19,GOOD,0-4388675,0,0,3,48.357879,-4.560485
0-4388599,2023-03-09 01:48:21,GOOD,0-4388599,0,0,3,48.357922,-4.560463
0-4388581,2023-03-09 01:48:05,GOOD,0-4388581,0,0,3,48.357954,-4.560506
0-4351902,2023-03-09 01:45:49,GOOD,0-4351902,0,0,3,48.357911,-4.560506
0-4388605,2023-03-09 01:45:10,GOOD,0-4388605,0,0,3,48.357922,-4.560463
0-4388620,2023-03-09 01:44:53,GOOD,0-4388620,0,0,3,48.35804,-4.560485
0-4351296,2023-03-09 01:44:50,GOOD,0-4351296,0,0,3,48.358136,-4.560635
0-4388635,2023-03-09 01:44:50,GOOD,0-4388635,0,0,3,48.357889,-4.560485
0-4388627,2023-03-09 01:44:38,GOOD,0-4388627,0,0,3,48.357932,-4.560657
0-4388608,2023-03-09 01:44:37,GOOD,0-4388608,0,0,3,48.3579,-4.560506
0-4388675,2023-03-09 01:44:20,GOOD,0-4388675,0,0,3,48.357975,-4.560442
0-4388599,2023-03-09 01:43:26,GOOD,0-4388599,0,0,3,48.357975,-4.560528
0-4388581,2023-03-09 01:43:07,GOOD,0-4388581,0,0,3,48.357911,-4.560485
0-4388581,2023-03-09 01:42:43,GOOD,0-4388581,0,0,3,48.357911,-4.560463
0-4351902,2023-03-09 01:40:53,GOOD,0-4351902,0,0,3,48.357943,-4.560485
0-4351296,2023-03-09 01:39:47,GOOD,0-4351296,0,0,3,48.358179,-4.560592
0-4388627,2023-03-09 01:34:36,GOOD,0-4388627,0,0,3,48.357922,-4.560571
0-4388599,2023-03-09 01:33:57,GOOD,0-4388599,0,0,3,48.357932,-4.560485
0-4388635,2023-03-09 01:33:12,GOOD,0-4388635,0,1,1,0,0
0-4388581,2023-03-09 01:33:01,GOOD,0-4388581,0,0,3,48.357889,-4.560442
0-4351902,2023-03-09 01:30:49,GOOD,0-4351902,0,0,3,48.357911,-4.560485
0-4388605,2023-03-09 01:29:59,GOOD,0-4388605,0,0,3,48.357922,-4.560463
0-4351296,2023-03-09 01:29:47,GOOD,0-4351296,0,0,3,48.35819,-4.560592
0-4388627,2023-03-09 01:29:36,GOOD,0-4388627,0,0,3,48.357975,-4.560463
0-4388608,2023-03-09 01:29:19,GOOD,0-4388608,0,0,3,48.358061,-4.560549
0-4388620,2023-03-09 01:29:18,GOOD,0-4388620,0,0,3,48.360657,-4.562781
0-4388675,2023-03-09 01:29:16,GOOD,0-4388675,0,0,3,48.357932,-4.560528
0-4388599,2023-03-09 01:28:21,GOOD,0-4388599,0,0,3,48.357932,-4.560485
0-4388581,2023-03-09 01:27:58,GOOD,0-4388581,0,0,3,48.357868,-4.560442
0-4351902,2023-03-09 01:25:49,GOOD,0-4351902,0,0,3,48.357954,-4.560463
0-4388675,2023-03-09 01:25:37,GOOD,0-4388675,0,0,3,48.357922,-4.560506
0-4388635,2023-03-09 01:25:10,GOOD,0-4388635,0,0,3,48.357889,-4.560463
0-4351296,2023-03-09 01:24:47,GOOD,0-4351296,0,0,3,48.358201,-4.560571
0-4388605,2023-03-09 01:24:39,GOOD,0-4388605,0,0,3,48.357943,-4.560614
0-4388627,2023-03-09 01:24:38,GOOD,0-4388627,0,0,3,48.358276,-4.560678
0-4388620,2023-03-09 01:24:32,GOOD,0-4388620,0,0,3,48.357771,-4.560442
0-4388608,2023-03-09 01:24:25,GOOD,0-4388608,0,0,3,48.35804,-4.560592
0-4388599,2023-03-09 01:23:28,GOOD,0-4388599,0,0,3,48.35804,-4.560592
0-4388581,2023-03-09 01:23:04,GOOD,0-4388581,0,0,3,48.357922,-4.560485
0-4351902,2023-03-09 01:20:48,GOOD,0-4351902,0,0,3,48.357932,-4.560463
0-4388627,2023-03-09 01:20:01,GOOD,0-4388627,0,0,3,48.357943,-4.560592
0-4351296,2023-03-09 01:19:47,GOOD,0-4351296,0,0,3,48.358179,-4.560463
0-4388635,2023-03-09 01:19:45,GOOD,0-4388635,0,0,3,48.357954,-4.560549
0-4388620,2023-03-09 01:19:28,GOOD,0-4388620,0,0,3,48.357932,-4.560463
0-4388605,2023-03-09 01:19:27,GOOD,0-4388605,0,0,3,48.35775,-4.560506
0-4388608,2023-03-09 01:19:27,GOOD,0-4388608,0,0,3,48.357911,-4.560506
0-4388675,2023-03-09 01:19:26,GOOD,0-4388675,0,0,3,48.357911,-4.560485
0-4388599,2023-03-09 01:18:23,GOOD,0-4388599,0,0,3,48.357975,-4.560549
0-4388581,2023-03-09 01:17:58,GOOD,0-4388581,0,0,3,48.357943,-4.560313
0-4351902,2023-03-09 01:15:50,GOOD,0-4351902,0,0,3,48.357943,-4.560463
0-4388635,2023-03-09 01:15:18,GOOD,0-4388635,0,0,3,48.357911,-4.560485
0-4351296,2023-03-09 01:14:48,GOOD,0-4351296,0,0,3,48.358179,-4.560549
0-4388620,2023-03-09 01:14:32,GOOD,0-4388620,0,0,3,48.357964,-4.560485
0-4388605,2023-03-09 01:14:31,GOOD,0-4388605,0,0,3,48.358319,-4.560549
0-4388627,2023-03-09 01:14:28,GOOD,0-4388627,0,0,3,48.357943,-4.560506
0-4388608,2023-03-09 01:14:28,GOOD,0-4388608,0,0,3,48.3579,-4.560635
0-4388675,2023-03-09 01:14:27,GOOD,0-4388675,0,0,3,48.357964,-4.560528
0-4388599,2023-03-09 01:13:25,GOOD,0-4388599,0,0,3,48.357932,-4.560506
0-4388581,2023-03-09 01:13:01,GOOD,0-4388581,0,0,3,48.357911,-4.560463
0-4388620,2023-03-09 01:10:52,GOOD,0-4388620,0,0,3,48.357986,-4.560506
0-4351902,2023-03-09 01:10:36,GOOD,0-4351902,0,1,3,48.357932,-4.560463
0-4351296,2023-03-09 01:09:52,GOOD,0-4351296,0,0,3,48.358286,-4.560292
0-4388635,2023-03-09 01:09:42,GOOD,0-4388635,0,0,3,48.357868,-4.560506
0-4388608,2023-03-09 01:09:41,GOOD,0-4388608,0,0,3,48.357932,-4.560528
0-4388605,2023-03-09 01:09:29,GOOD,0-4388605,0,0,3,48.357997,-4.560678
0-4388675,2023-03-09 01:09:25,GOOD,0-4388675,0,0,3,48.3579,-4.560463
0-4388627,2023-03-09 01:09:24,GOOD,0-4388627,0,0,3,48.357997,-4.560506
0-4351902,2023-03-09 01:08:38,GOOD,0-4351902,0,1,1,0,0
0-4388599,2023-03-09 01:08:22,GOOD,0-4388599,0,0,3,48.357943,-4.560485
0-4388581,2023-03-09 01:07:56,GOOD,0-4388581,0,0,3,48.357911,-4.560463
0-4388620,2023-03-09 01:05:25,GOOD,0-4388620,0,0,3,48.357954,-4.560506
0-4388627,2023-03-09 01:04:55,GOOD,0-4388627,0,0,3,48.357986,-4.560549
0-4388675,2023-03-09 01:04:55,GOOD,0-4388675,0,0,3,48.357911,-4.560463
0-4351296,2023-03-09 01:04:53,GOOD,0-4351296,0,0,3,48.358061,-4.560356
0-4388635,2023-03-09 01:04:52,GOOD,0-4388635,0,0,3,48.357943,-4.560485
0-4388605,2023-03-09 01:04:38,GOOD,0-4388605,0,0,3,48.357825,-4.560463
0-4388608,2023-03-09 01:04:29,GOOD,0-4388608,0,0,3,48.357922,-4.560485
0-4388599,2023-03-09 01:03:20,GOOD,0-4388599,0,0,3,48.357954,-4.560442
0-4388581,2023-03-09 01:03:13,GOOD,0-4388581,0,0,3,48.357911,-4.560463
0-4388620,2023-03-09 01:00:10,GOOD,0-4388620,0,0,3,48.357922,-4.560442
0-4351902,2023-03-09 00:59:53,GOOD,0-4351902,0,0,3,48.357954,-4.560442
0-4351296,2023-03-09 00:59:50,GOOD,0-4351296,0,0,3,48.357911,-4.560485
0-4388605,2023-03-09 00:59:41,GOOD,0-4388605,0,0,3,48.357943,-4.560528
0-4388627,2023-03-09 00:59:40,GOOD,0-4388627,0,0,3,48.357911,-4.560356
0-4388635,2023-03-09 00:59:37,GOOD,0-4388635,0,0,3,48.357975,-4.560485
0-4388608,2023-03-09 00:59:23,GOOD,0-4388608,0,0,3,48.357922,-4.560506
0-4388675,2023-03-09 00:59:18,GOOD,0-4388675,0,0,3,48.357954,-4.560485
0-4388605,2023-03-09 00:59:16,GOOD,0-4388605,0,0,3,48.357889,-4.560506
0-4388599,2023-03-09 00:58:21,GOOD,0-4388599,0,0,3,48.357964,-4.560485
0-4388581,2023-03-09 00:57:59,GOOD,0-4388581,0,0,3,48.357964,-4.560463
0-4351902,2023-03-09 00:54:51,GOOD,0-4351902,0,0,3,48.357943,-4.560463
0-4388635,2023-03-09 00:54:51,GOOD,0-4388635,0,0,3,48.357943,-4.560506
0-4351296,2023-03-09 00:54:48,GOOD,0-4351296,0,0,3,48.357997,-4.560442
0-4388608,2023-03-09 00:54:38,GOOD,0-4388608,0,0,3,48.357911,-4.560549
0-4388627,2023-03-09 00:54:25,GOOD,0-4388627,0,0,3,48.357675,-4.560356
0-4388675,2023-03-09 00:54:17,GOOD,0-4388675,0,0,3,48.357911,-4.560506
0-4388620,2023-03-09 00:54:17,GOOD,0-4388620,0,0,3,48.358168,-4.560721
0-4388599,2023-03-09 00:53:22,GOOD,0-4388599,0,0,3,48.357954,-4.560463
0-4388581,2023-03-09 00:52:55,GOOD,0-4388581,0,0,3,48.357975,-4.560463
0-4388627,2023-03-09 00:51:03,GOOD,0-4388627,0,0,3,48.357954,-4.560506
0-4388675,2023-03-09 00:50:46,GOOD,0-4388675,0,0,3,48.357932,-4.560485
0-4351902,2023-03-09 00:49:50,GOOD,0-4351902,0,0,3,48.357932,-4.560463
0-4388620,2023-03-09 00:49:50,GOOD,0-4388620,0,0,3,48.357954,-4.560442
0-4351296,2023-03-09 00:49:47,GOOD,0-4351296,0,0,3,48.357879,-4.560571
0-4388635,2023-03-09 00:49:35,GOOD,0-4388635,0,0,3,48.357911,-4.560528
0-4388605,2023-03-09 00:49:34,GOOD,0-4388605,0,0,3,48.357954,-4.560485
0-4388608,2023-03-09 00:49:22,GOOD,0-4388608,0,0,3,48.357997,-4.560313
0-4388599,2023-03-09 00:48:14,GOOD,0-4388599,0,0,3,48.357943,-4.560463
0-4388581,2023-03-09 00:47:58,GOOD,0-4388581,0,0,3,48.357986,-4.560463
0-4388608,2023-03-09 00:45:30,GOOD,0-4388608,0,1,3,48.357868,-4.560571
0-4351902,2023-03-09 00:44:50,GOOD,0-4351902,0,0,3,48.357964,-4.560485
0-4351296,2023-03-09 00:44:47,GOOD,0-4351296,0,0,3,48.357986,-4.560549
0-4388675,2023-03-09 00:44:42,GOOD,0-4388675,0,0,3,48.357825,-4.560399
0-4388627,2023-03-09 00:44:32,GOOD,0-4388627,0,0,3,48.357964,-4.560528
0-4388605,2023-03-09 00:44:28,GOOD,0-4388605,0,0,3,48.357868,-4.560442
0-4388620,2023-03-09 00:44:24,GOOD,0-4388620,0,0,3,48.357879,-4.560463
0-4388635,2023-03-09 00:44:22,GOOD,0-4388635,0,0,3,48.357846,-4.560463
0-4388599,2023-03-09 00:43:28,GOOD,0-4388599,0,0,3,48.357932,-4.560463
0-4388608,2023-03-09 00:43:03,GOOD,0-4388608,0,1,1,0,0
0-4388581,2023-03-09 00:43:00,GOOD,0-4388581,0,0,3,48.357997,-4.560506
0-4351902,2023-03-09 00:39:55,GOOD,0-4351902,0,0,3,48.357975,-4.560549
0-4388627,2023-03-09 00:39:47,GOOD,0-4388627,0,0,3,48.357943,-4.560528
0-4388620,2023-03-09 00:39:47,GOOD,0-4388620,0,0,3,48.357889,-4.560549
0-4351296,2023-03-09 00:39:46,GOOD,0-4351296,0,0,3,48.357932,-4.560463
0-4388635,2023-03-09 00:39:30,GOOD,0-4388635,0,0,3,48.357846,-4.560549
0-4388605,2023-03-09 00:39:26,GOOD,0-4388605,0,0,3,48.357879,-4.56042
0-4388675,2023-03-09 00:39:21,GOOD,0-4388675,0,0,3,48.357846,-4.56042
0-4388599,2023-03-09 00:38:17,GOOD,0-4388599,0,0,3,48.357954,-4.560485
0-4388581,2023-03-09 00:37:54,GOOD,0-4388581,0,0,3,48.357986,-4.560463
0-4388635,2023-03-09 00:37:01,GOOD,0-4388635,0,0,3,48.358233,-4.560807
0-4388620,2023-03-09 00:35:04,GOOD,0-4388620,0,0,3,48.357932,-4.560485
0-4351902,2023-03-09 00:34:52,GOOD,0-4351902,0,0,3,48.357932,-4.560485
0-4351296,2023-03-09 00:34:52,GOOD,0-4351296,0,0,3,48.3579,-4.560635
0-4388627,2023-03-09 00:34:41,GOOD,0-4388627,0,0,3,48.357975,-4.560592
0-4388608,2023-03-09 00:34:41,GOOD,0-4388608,0,0,3,48.357943,-4.560528
0-4388605,2023-03-09 00:34:40,GOOD,0-4388605,0,0,3,48.357932,-4.560463
0-4388675,2023-03-09 00:34:23,GOOD,0-4388675,0,0,3,48.357986,-4.560506
0-4388599,2023-03-09 00:33:25,GOOD,0-4388599,0,0,3,48.357943,-4.560463
0-4388581,2023-03-09 00:32:52,GOOD,0-4388581,0,0,3,48.357954,-4.56042
0-4388620,2023-03-09 00:29:56,GOOD,0-4388620,0,0,3,48.357922,-4.560528
0-4388675,2023-03-09 00:29:53,GOOD,0-4388675,0,0,3,48.357964,-4.560528
0-4351902,2023-03-09 00:29:51,GOOD,0-4351902,0,0,3,48.357943,-4.560463
0-4388608,2023-03-09 00:29:50,GOOD,0-4388608,0,0,3,48.357943,-4.560378
0-4351296,2023-03-09 00:29:46,GOOD,0-4351296,0,0,3,48.3579,-4.560592
0-4388605,2023-03-09 00:29:35,GOOD,0-4388605,0,0,3,48.357932,-4.560485
0-4388627,2023-03-09 00:29:34,GOOD,0-4388627,0,0,3,48.357932,-4.560485
0-4388635,2023-03-09 00:29:34,GOOD,0-4388635,0,0,3,48.357943,-4.560485
0-4388599,2023-03-09 00:28:07,GOOD,0-4388599,0,0,3,48.357986,-4.560485
0-4388581,2023-03-09 00:27:49,GOOD,0-4388581,0,0,3,48.358007,-4.560506
0-4388620,2023-03-09 00:25:17,GOOD,0-4388620,0,0,3,48.357932,-4.560528
0-4351296,2023-03-09 00:24:52,GOOD,0-4351296,0,0,3,48.357911,-4.560571
0-4351902,2023-03-09 00:24:49,GOOD,0-4351902,0,0,3,48.357932,-4.560463
0-4388605,2023-03-09 00:24:46,GOOD,0-4388605,0,0,3,48.357932,-4.560463
0-4388608,2023-03-09 00:24:44,GOOD,0-4388608,0,0,3,48.357964,-4.560506
0-4388635,2023-03-09 00:24:44,GOOD,0-4388635,0,0,3,48.357911,-4.560485
0-4388627,2023-03-09 00:24:28,GOOD,0-4388627,0,0,3,48.357997,-4.560571
0-4388675,2023-03-09 00:24:22,GOOD,0-4388675,0,0,3,48.357836,-4.56042
0-4388599,2023-03-09 00:23:12,GOOD,0-4388599,0,0,3,48.357964,-4.560463
0-4388581,2023-03-09 00:22:47,GOOD,0-4388581,0,0,3,48.357986,-4.560463
0-4388620,2023-03-09 00:21:16,GOOD,0-4388620,0,0,3,48.357911,-4.560485
0-4388608,2023-03-09 00:20:18,GOOD,0-4388608,0,0,3,48.358018,-4.560485
0-4388605,2023-03-09 00:20:08,GOOD,0-4388605,0,0,3,48.357911,-4.560528
0-4351902,2023-03-09 00:19:51,GOOD,0-4351902,0,0,3,48.357911,-4.560442
0-4351296,2023-03-09 00:19:46,GOOD,0-4351296,0,0,3,48.357932,-4.560614
0-4388627,2023-03-09 00:19:45,GOOD,0-4388627,0,0,3,48.357954,-4.560485
0-4388635,2023-03-09 00:19:40,GOOD,0-4388635,0,0,3,48.357922,-4.560463
0-4388675,2023-03-09 00:19:28,GOOD,0-4388675,0,0,3,48.358007,-4.560528
0-4388599,2023-03-09 00:18:12,GOOD,0-4388599,0,0,3,48.357954,-4.560485
0-4388581,2023-03-09 00:17:50,GOOD,0-4388581,0,0,3,48.358007,-4.560528
0-4388620,2023-03-09 00:15:21,GOOD,0-4388620,0,0,3,48.357922,-4.560742
0-4388627,2023-03-09 00:15:08,GOOD,0-4388627,0,0,3,48.357964,-4.560549
0-4351902,2023-03-09 00:14:58,GOOD,0-4351902,0,0,3,48.357922,-4.560463
0-4351296,2023-03-09 00:14:51,GOOD,0-4351296,0,0,3,48.357943,-4.560592
0-4388605,2023-03-09 00:14:43,GOOD,0-4388605,0,0,3,48.357911,-4.560571
0-4388635,2023-03-09 00:14:39,GOOD,0-4388635,0,0,3,48.357911,-4.560485
0-4388608,2023-03-09 00:14:32,GOOD,0-4388608,0,0,3,48.357997,-4.560506
0-4388675,2023-03-09 00:14:25,GOOD,0-4388675,0,0,3,48.357997,-4.560506
0-4388599,2023-03-09 00:13:03,GOOD,0-4388599,0,0,3,48.357964,-4.560485
0-4388581,2023-03-09 00:12:59,GOOD,0-4388581,0,0,3,48.358018,-4.560506
