id,dt
0-4351945,302.0
0-4351945,300.0
0-4351945,300.0
0-4351945,301.0
0-4351945,302.0
0-4351945,298.0
0-4351945,297.0
0-4351945,303.0
0-4351945,304.0
0-4351945,296.0
0-4351945,300.0
0-4351945,299.0
0-4351945,302.0
0-4351945,297.0
0-4351945,587.0
0-4351945,16.0
0-4351945,300.0
0-4351945,298.0
0-4351945,300.0
0-4351945,300.0
0-4351945,305.0
0-4351945,296.0
0-4351945,298.0
0-4351945,299.0
0-4351945,301.0
0-4351945,300.0
0-4351945,302.0
0-4351945,301.0
0-4351945,298.0
0-4351945,299.0
0-4351945,302.0
0-4351945,300.0
0-4351945,297.0
0-4351945,302.0
0-4351945,298.0
0-4351945,300.0
0-4351945,303.0
0-4351945,297.0
0-4351945,301.0
0-4351945,299.0
0-4351945,301.0
0-4351945,299.0
0-4351945,600.0
0-4351945,305.0
0-4351945,297.0
0-4351945,299.0
0-4351945,301.0
0-4351945,304.0
0-4351945,297.0
0-4351945,300.0
0-4351945,298.0
0-4351945,304.0
0-4351945,311.0
0-4351945,287.0
0-4351945,301.0
0-4351945,306.0
0-4351945,292.0
0-4351945,299.0
0-4351945,301.0
0-4351945,300.0
0-4351945,300.0
0-4351945,308.0
0-4351945,297.0
0-4351945,296.0
0-4351945,300.0
0-4351945,301.0
0-4351945,299.0
0-4351945,301.0
0-4351945,298.0
0-4351945,300.0
0-4351945,299.0
0-4351945,299.0
0-4351945,302.0
0-4351945,301.0
0-4351945,304.0
0-4351945,301.0
0-4351945,294.0
0-4351945,300.0
0-4351945,300.0
0-4351945,300.0
0-4351945,301.0
0-4351945,300.0
0-4351945,301.0
0-4351945,298.0
0-4351945,302.0
0-4351945,298.0
0-4351945,304.0
0-4351945,297.0
0-4351945,298.0
0-4351945,301.0
0-4351945,299.0
0-4351945,304.0
0-4351945,297.0
0-4351945,300.0
0-4351945,301.0
0-4351945,304.0
0-4351945,296.0
0-4351945,299.0
0-4351945,300.0
0-4351945,301.0
0-4351945,301.0
0-4351945,310.0
0-4351945,292.0
0-4351945,328.0
0-4351945,268.0
0-4351945,298.0
0-4351945,302.0
0-4351945,302.0
0-4351945,303.0
0-4351945,300.0
0-4351945,296.0
0-4351945,301.0
0-4351945,299.0
0-4351945,300.0
0-4351945,301.0
0-4351945,299.0
0-4351945,300.0
0-4351945,301.0
0-4351945,299.0
0-4351945,300.0
0-4351945,300.0
0-4351945,301.0
0-4351945,299.0
0-4351945,301.0
0-4351945,301.0
0-4351945,309.0
0-4351945,289.0
0-4351945,311.0
0-4351945,348.0
0-4351945,241.0
0-4351945,298.0
0-4351945,300.0
0-4351945,303.0
0-4351945,298.0
0-4351945,299.0
0-4351945,301.0
0-4351945,300.0
0-4351945,311.0
0-4351945,289.0
0-4351945,302.0
0-4351945,298.0
0-4351945,300.0
0-4351945,300.0
0-4351945,305.0
0-4351945,296.0
0-4351945,302.0
0-4351945,298.0
0-4351945,300.0
0-4351945,299.0
0-4351945,300.0
0-4351945,299.0
0-4351945,301.0
0-4351945,300.0
0-4351945,300.0
0-4351945,301.0
0-4351945,301.0
0-4351945,299.0
0-4351945,301.0
0-4351945,298.0
0-4351945,302.0
0-4351945,299.0
0-4351945,299.0
0-4351945,301.0
0-4351945,298.0
0-4351945,301.0
0-4351945,301.0
0-4351945,300.0
0-4351945,300.0
0-4351945,300.0
0-4351945,302.0
0-4351945,298.0
0-4351945,299.0
0-4351945,302.0
0-4351945,300.0
0-4351945,300.0
0-4351945,300.0
0-4351945,298.0
0-4351945,303.0
0-4351945,302.0
0-4351945,295.0
0-4351945,301.0
0-4351945,304.0
0-4351945,296.0
0-4351945,301.0
0-4351945,301.0
0-4351945,602.0
0-4351945,298.0
0-4351945,299.0
0-4351945,299.0
0-4351945,300.0
0-4351945,300.0
0-4351945,299.0
0-4351945,299.0
0-4351945,302.0
0-4351945,300.0
0-4351945,299.0
0-4351945,300.0
0-4351945,301.0
0-4351945,300.0
0-4351945,299.0
0-4351945,300.0
0-4351945,299.0
0-4351945,302.0
0-4351945,300.0
0-4351945,299.0
0-4351945,299.0
0-4351945,301.0
0-4351945,300.0
0-4351945,315.0
0-4351945,575.0
0-4351945,315.0
0-4351945,296.0
0-4351945,301.0
0-4351945,296.0
0-4351945,300.0
0-4351945,302.0
0-4351945,299.0
0-4351945,299.0
0-4351945,302.0
0-4351945,299.0
0-4351945,303.0
0-4351945,296.0
0-4351945,300.0
0-4351945,303.0
0-4351945,297.0
0-4351945,301.0
0-4351945,302.0
0-4351945,298.0
0-4351945,302.0
0-4351945,299.0
0-4351945,300.0
0-4351945,300.0
0-4351945,300.0
0-4351945,301.0
0-4351945,301.0
0-4351945,296.0
0-4351945,302.0
0-4351945,298.0
0-4351945,300.0
0-4351945,303.0
0-4351945,300.0
0-4351945,297.0
0-4351945,303.0
0-4351945,299.0
0-4351945,301.0
0-4351945,301.0
0-4351945,299.0
0-4351945,299.0
0-4351945,304.0
0-4351945,295.0
0-4351945,303.0
0-4351945,300.0
0-4351945,305.0
0-4351945,296.0
0-4351945,299.0
0-4351945,299.0
0-4351945,300.0
0-4351945,301.0
0-4351945,300.0
0-4351945,301.0
0-4351945,302.0
0-4351945,295.0
0-4351945,300.0
0-4351945,301.0
0-4351945,298.0
0-4351945,302.0
0-4351945,299.0
0-4351945,298.0
0-4351945,303.0
0-4351945,300.0
0-4351945,301.0
0-4351945,296.0
0-4351945,301.0
0-4351945,302.0
0-4351945,297.0
0-4351945,300.0
0-4351945,304.0
0-4351945,296.0
0-4351945,303.0
0-4351945,300.0
0-4351945,300.0
0-4351945,299.0
0-4351945,302.0
0-4351945,299.0
0-4351945,298.0
0-4351945,303.0
0-4351945,299.0
0-4351945,300.0
0-4351945,301.0
0-4351945,312.0
0-4351945,299.0
0-4351945,297.0
0-4351945,299.0
0-4351945,293.0
0-4351945,299.0
0-4351945,300.0
0-4351945,303.0
0-4351945,297.0
0-4351945,301.0
0-4351945,299.0
0-4351945,301.0
0-4351945,299.0
0-4351945,331.0
0-4351945,282.0
0-4351945,300.0
0-4351945,290.0
0-4351945,302.0
0-4351945,299.0
0-4351945,298.0
0-4351945,310.0
0-4351945,300.0
0-4351945,286.0
0-4351945,300.0
0-4351945,300.0
0-4351945,301.0
0-4351945,298.0
0-4351945,300.0
0-4351945,300.0
0-4351945,302.0
0-4351945,298.0
0-4351945,304.0
0-4351945,296.0
0-4351945,305.0
0-4351945,295.0
0-4351945,300.0
0-4351945,304.0
0-4351945,296.0
0-4351945,307.0
0-4351945,296.0
0-4351945,298.0
0-4351945,302.0
0-4351945,300.0
0-4351945,301.0
0-4351945,298.0
0-4351945,298.0
0-4351945,302.0
0-4351945,303.0
0-4351945,298.0
0-4351945,299.0
0-4351945,298.0
0-4351945,302.0
0-4351945,332.0
0-4351945,266.0
0-4351945,300.0
0-4351945,303.0
0-4351945,585.0
0-4351945,15.0
0-4351945,300.0
0-4351945,300.0
0-4351945,297.0
0-4351945,306.0
0-4351945,297.0
0-4351945,300.0
0-4351945,300.0
0-4351945,299.0
0-4351945,301.0
0-4351945,300.0
0-4351945,300.0
0-4351945,298.0
0-4351945,301.0
0-4351945,301.0
0-4351945,302.0
0-4351945,297.0
0-4351945,301.0
0-4351945,300.0
0-4351945,297.0
0-4351945,304.0
0-4351945,297.0
0-4351945,303.0
0-4351945,299.0
0-4351945,299.0
0-4351945,300.0
0-4351945,300.0
0-4351945,301.0
0-4351945,300.0
0-4351945,300.0
0-4351945,299.0
0-4351945,300.0
0-4351945,299.0
0-4351945,302.0
0-4351945,301.0
0-4351945,298.0
0-4351945,298.0
0-4351945,300.0
0-4351945,302.0
0-4351945,299.0
0-4351945,300.0
0-4351945,303.0
0-4351945,299.0
0-4351945,301.0
0-4351945,301.0
0-4351945,299.0
0-4351945,299.0
0-4351945,301.0
0-4351945,301.0
0-4351945,307.0
0-4351945,292.0
0-4351945,299.0
0-4351945,300.0
0-4351945,301.0
0-4351945,300.0
0-4351945,300.0
0-4351945,299.0
0-4351945,299.0
0-4351945,301.0
0-4351945,301.0
0-4351945,299.0
0-4351945,302.0
0-4351945,299.0
0-4351945,299.0
0-4351945,302.0
0-4351945,299.0
0-4351945,300.0
0-4351945,301.0
0-4351945,299.0
0-4351945,301.0
0-4351945,299.0
0-4351945,300.0
0-4351945,301.0
0-4351945,300.0
0-4351945,300.0
0-4351945,303.0
0-4351945,299.0
0-4351945,297.0
0-4351945,299.0
0-4351945,301.0
0-4351945,300.0
0-4351945,524.0
0-4351945,125.0
0-4351945,248.0
0-4351945,298.0
0-4351945,301.0
0-4351945,300.0
0-4351945,301.0
0-4351945,299.0
0-4351945,300.0
0-4351945,301.0
0-4351945,302.0
0-4351945,299.0
0-4351945,302.0
0-4351945,298.0
0-4351945,297.0
0-4351945,302.0
0-4351945,300.0
0-4351945,299.0
0-4351945,300.0
0-4351945,303.0
0-4351945,303.0
0-4351945,296.0
0-4351945,300.0
0-4351945,299.0
0-4351945,301.0
0-4351945,602.0
0-4351945,300.0
0-4351945,298.0
0-4351945,303.0
0-4351945,301.0
0-4351945,295.0
0-4351945,301.0
0-4351945,301.0
0-4351945,302.0
0-4351945,294.0
0-4351945,302.0
0-4351945,302.0
0-4351945,299.0
0-4351945,302.0
0-4351945,301.0
0-4351945,301.0
0-4351945,299.0
0-4351945,300.0
0-4351945,628.0
0-4351945,272.0
0-4351945,298.0
0-4351945,301.0
0-4351945,298.0
0-4351945,300.0
0-4351945,301.0
0-4351945,300.0
0-4351945,301.0
0-4351945,301.0
0-4351945,299.0
0-4351945,301.0
0-4351945,300.0
0-4351945,299.0
0-4351945,314.0
0-4351945,286.0
0-4351945,300.0
0-4351945,303.0
0-4351945,298.0
0-4351945,299.0
0-4351945,300.0
0-4351945,303.0
0-4351945,297.0
0-4351945,331.0
0-4351945,269.0
0-4351945,301.0
0-4351945,301.0
0-4351945,296.0
0-4351945,301.0
0-4351945,299.0
0-4351945,301.0
0-4351945,302.0
0-4351945,297.0
0-4351945,302.0
0-4351945,588.0
0-4351945,11.0
0-4351945,297.0
0-4351945,303.0
0-4351945,298.0
0-4351945,301.0
0-4351945,302.0
0-4351945,299.0
0-4351945,300.0
0-4351945,303.0
0-4351945,296.0
0-4351945,301.0
0-4351945,300.0
0-4351945,297.0
0-4351945,304.0
0-4351945,297.0
0-4351945,303.0
0-4351945,301.0
0-4351945,298.0
0-4351945,298.0
0-4351945,302.0
0-4351945,299.0
0-4351945,300.0
0-4351945,300.0
0-4351945,300.0
0-4351945,302.0
0-4351945,317.0
0-4351945,296.0
0-4351945,298.0
0-4351945,301.0
0-4351945,301.0
0-4351945,289.0
0-4351945,300.0
0-4351945,595.0
0-4351945,302.0
0-4351945,300.0
0-4351945,301.0
0-4351945,301.0
0-4351945,300.0
0-4351945,299.0
0-4351945,301.0
0-4351945,299.0
0-4351945,299.0
0-4351945,301.0
0-4351945,297.0
0-4351945,303.0
0-4351945,300.0
0-4351945,300.0
0-4351945,301.0
0-4351945,298.0
0-4351945,586.0
0-4351945,15.0
0-4351945,300.0
0-4351945,300.0
0-4351945,297.0
0-4351945,303.0
0-4351945,300.0
0-4351945,296.0
0-4351945,307.0
0-4351945,297.0
0-4351945,297.0
0-4351945,303.0
0-4351945,301.0
0-4351945,299.0
0-4351945,300.0
0-4351945,330.0
0-4351945,270.0
0-4351945,297.0
0-4351945,602.0
0-4351945,302.0
0-4351945,299.0
0-4351945,299.0
0-4351945,300.0
0-4351945,302.0
0-4351945,298.0
0-4351945,301.0
0-4351945,298.0
0-4351945,303.0
0-4351945,297.0
0-4351945,303.0
0-4351945,297.0
0-4351945,300.0
0-4351945,300.0
0-4351945,302.0
0-4351945,298.0
0-4351945,301.0
0-4351945,297.0
0-4351945,304.0
0-4351945,298.0
0-4351945,301.0
0-4351945,298.0
0-4351945,303.0
0-4351945,299.0
0-4351945,298.0
0-4351945,300.0
0-4351945,302.0
0-4351945,298.0
0-4351945,302.0
0-4351945,301.0
0-4351945,299.0
0-4351945,298.0
0-4351945,298.0
0-4351945,301.0
0-4351945,302.0
0-4351945,300.0
0-4351945,299.0
0-4351945,300.0
0-4351945,306.0
0-4351945,296.0
0-4351945,302.0
0-4351945,298.0
0-4351945,300.0
0-4351945,298.0
0-4351945,300.0
0-4351945,300.0
0-4351945,301.0
0-4351945,299.0
0-4351945,300.0
0-4351945,301.0
0-4351945,299.0
0-4351945,302.0
0-4351945,300.0
0-4351945,297.0
0-4351945,306.0
0-4351945,294.0
0-4351945,306.0
0-4351945,294.0
0-4351945,302.0
0-4351945,300.0
0-4351945,300.0
0-4351945,302.0
0-4351945,299.0
0-4351945,299.0
0-4351945,302.0
0-4351945,300.0
0-4351945,302.0
0-4351945,296.0
0-4351945,301.0
0-4351945,300.0
0-4351945,299.0
0-4351945,300.0
0-4351945,301.0
0-4351945,300.0
0-4351945,300.0
0-4351945,298.0
0-4351945,300.0
0-4351945,300.0
0-4351945,301.0
0-4351945,300.0
0-4351945,298.0
0-4351945,302.0
0-4351945,303.0
0-4351945,298.0
0-4351945,299.0
0-4351945,299.0
0-4351945,302.0
0-4351945,300.0
0-4351945,299.0
0-4351945,302.0
0-4351945,298.0
0-4351945,304.0
0-4351945,298.0
0-4351945,302.0
0-4351945,297.0
0-4351945,297.0
0-4351945,300.0
0-4351945,301.0
0-4351945,300.0
0-4351945,300.0
0-4351945,307.0
0-4351945,297.0
0-4351945,298.0
0-4351945,299.0
0-4351945,301.0
0-4351945,301.0
0-4351945,299.0
0-4351945,301.0
0-4351945,600.0
0-4351945,300.0
0-4351945,301.0
0-4351945,299.0
0-4351945,302.0
0-4351945,299.0
0-4351945,299.0
0-4351945,301.0
0-4351945,300.0
0-4351945,300.0
0-4351945,298.0
0-4351945,301.0
0-4351945,300.0
0-4351945,305.0
0-4351945,295.0
0-4351945,301.0
0-4351945,304.0
0-4351945,295.0
0-4351945,300.0
0-4351945,300.0
0-4351945,305.0
0-4351945,299.0
0-4351945,295.0
0-4351945,301.0
0-4351945,300.0
0-4351945,303.0
0-4351945,297.0
0-4351945,299.0
0-4351945,301.0
0-4351945,300.0
0-4351945,300.0
0-4351945,299.0
0-4351945,604.0
0-4351945,297.0
0-4351945,298.0
0-4351945,302.0
0-4351945,301.0
0-4351945,300.0
0-4351945,300.0
0-4351945,299.0
0-4351945,301.0
0-4351945,299.0
0-4351945,301.0
0-4351945,303.0
0-4351945,296.0
0-4351945,301.0
0-4351945,300.0
0-4351945,299.0
0-4351945,303.0
0-4351945,298.0
0-4351945,300.0
0-4351945,298.0
0-4351945,301.0
0-4351945,300.0
0-4351945,300.0
0-4351945,300.0
0-4351945,301.0
0-4351945,302.0
0-4351945,296.0
0-4351945,300.0
0-4351945,299.0
0-4351945,300.0
0-4351945,300.0
0-4351945,300.0
0-4351945,303.0
0-4351945,302.0
0-4351945,298.0
0-4351945,302.0
0-4351945,294.0
0-4351945,304.0
0-4351945,300.0
0-4351945,299.0
0-4351945,300.0
0-4351945,304.0
0-4351945,296.0
0-4351945,302.0
0-4351945,295.0
0-4351945,303.0
0-4351945,300.0
0-4351945,300.0
0-4351945,297.0
0-4351945,303.0
0-4351945,297.0
0-4351945,607.0
0-4351945,297.0
0-4351945,367.0
0-4351945,237.0
0-4351945,294.0
0-4351945,300.0
0-4351945,300.0
0-4351945,299.0
0-4351945,303.0
0-4351945,298.0
0-4351945,311.0
0-4351945,290.0
0-4351945,300.0
0-4351945,303.0
0-4351945,295.0
0-4351945,304.0
0-4351945,352.0
0-4351945,241.0
0-4351945,304.0
0-4351945,304.0
0-4351945,296.0
0-4351945,301.0
0-4351945,299.0
0-4351945,300.0
0-4351945,299.0
0-4351945,302.0
0-4351945,298.0
0-4351945,300.0
0-4351945,300.0
0-4351945,302.0
0-4351945,298.0
0-4351945,300.0
0-4351945,303.0
0-4351945,297.0
0-4351945,303.0
0-4351945,299.0
0-4351945,300.0
0-4351945,299.0
0-4351945,299.0
0-4351945,300.0
0-4351945,299.0
0-4351945,306.0
0-4351945,298.0
0-4351945,297.0
0-4351945,300.0
0-4351945,303.0
0-4351945,297.0
0-4351945,299.0
0-4351945,300.0
0-4351945,303.0
0-4351945,301.0
0-4351945,298.0
0-4351945,299.0
0-4351945,306.0
0-4351945,296.0
0-4351945,304.0
0-4351945,297.0
0-4351945,584.0
0-4351945,13.0
0-4351945,300.0
0-4351945,301.0
0-4351945,299.0
0-4351945,301.0
0-4351945,300.0
0-4351945,300.0
0-4351945,299.0
0-4351945,301.0
0-4351945,299.0
0-4351945,300.0
0-4351945,305.0
0-4351945,294.0
0-4351945,301.0
0-4351945,298.0
0-4351945,302.0
0-4351945,299.0
0-4351945,300.0
0-4351945,301.0
0-4351945,303.0
0-4351945,298.0
0-4351945,298.0
0-4351945,301.0
0-4351945,301.0
0-4351945,300.0
0-4351945,299.0
0-4351945,600.0
0-4351945,299.0
0-4351945,302.0
0-4351945,301.0
0-4351945,300.0
0-4351945,299.0
0-4351945,299.0
0-4351945,301.0
0-4351945,302.0
0-4351945,297.0
0-4351945,298.0
0-4351945,301.0
0-4351945,305.0
0-4351945,297.0
0-4351945,299.0
0-4351945,299.0
0-4351945,302.0
0-4351945,301.0
0-4351945,301.0
0-4351945,296.0
0-4351945,305.0
0-4351945,296.0
0-4351945,300.0
0-4351945,301.0
0-4351945,298.0
0-4351945,301.0
0-4351945,300.0
0-4351945,301.0
0-4351945,302.0
0-4351945,297.0
0-4351945,300.0
0-4351945,300.0
0-4351945,305.0
0-4351945,298.0
0-4351945,297.0
0-4351945,300.0
0-4351945,300.0
0-4351945,300.0
0-4351945,301.0
0-4351945,298.0
0-4351945,302.0
0-4351945,301.0
0-4351945,298.0
0-4351945,299.0
0-4351945,301.0
0-4351945,300.0
0-4351945,302.0
0-4351945,297.0
0-4351945,300.0
0-4351945,301.0
0-4351945,305.0
0-4351945,295.0
0-4351945,305.0
0-4351945,295.0
0-4351945,301.0
0-4351945,301.0
0-4351945,300.0
0-4351945,298.0
0-4351945,303.0
0-4351945,296.0
0-4351945,302.0
0-4351945,302.0
0-4351945,298.0
0-4351945,298.0
0-4351945,301.0
0-4351945,300.0
0-4351945,301.0
0-4351945,303.0
0-4351945,297.0
0-4351945,301.0
0-4351945,300.0
0-4351945,299.0
0-4351945,301.0
0-4351945,302.0
0-4351945,301.0
0-4351945,297.0
0-4351945,303.0
0-4351945,296.0
0-4351945,300.0
0-4351945,300.0
0-4351945,300.0
0-4351945,300.0
0-4351945,304.0
0-4351945,298.0
0-4351945,300.0
0-4351945,298.0
0-4351945,299.0
0-4351945,300.0
0-4351945,301.0
0-4351945,299.0
0-4351945,301.0
0-4351945,301.0
0-4351945,298.0
0-4351945,302.0
0-4351945,299.0
0-4351945,300.0
0-4351945,298.0
0-4351945,302.0
0-4351945,300.0
0-4351945,301.0
0-4351945,299.0
0-4351945,298.0
0-4351945,304.0
0-4351945,297.0
0-4351945,300.0
0-4351945,303.0
0-4351945,302.0
0-4351945,295.0
0-4351945,300.0
0-4351945,302.0
0-4351945,300.0
0-4351945,301.0
0-4351945,298.0
0-4351945,303.0
0-4351945,300.0
0-4351945,298.0
0-4351945,301.0
0-4351945,301.0
0-4351945,304.0
0-4351945,308.0
0-4351945,286.0
0-4351945,300.0
0-4351945,301.0
0-4351945,311.0
0-4351945,289.0
0-4351945,300.0
0-4351945,301.0
0-4351945,303.0
0-4351945,296.0
0-4351945,300.0
0-4351945,299.0
0-4351945,301.0
0-4351945,299.0
0-4351945,301.0
0-4351945,300.0
0-4351945,304.0
0-4351945,297.0
0-4351945,303.0
0-4351945,296.0
0-4351945,301.0
0-4351945,296.0
0-4351945,303.0
0-4351945,304.0
0-4351945,295.0
0-4351945,306.0
0-4351945,297.0
0-4351945,298.0
0-4351945,301.0
0-4351945,300.0
0-4351945,299.0
0-4351945,300.0
0-4351945,298.0
0-4351945,590.0
0-4351945,12.0
0-4351945,300.0
0-4351945,301.0
0-4351945,297.0
0-4351945,303.0
0-4351945,299.0
0-4351945,301.0
0-4351945,300.0
0-4351945,303.0
0-4351945,296.0
0-4351945,301.0
0-4351945,299.0
0-4351945,300.0
0-4351945,301.0
0-4351945,300.0
0-4351945,328.0
0-4351945,271.0
0-4351945,299.0
0-4351945,301.0
0-4351945,299.0
0-4351945,300.0
0-4351945,301.0
0-4351945,299.0
0-4351945,299.0
0-4351945,298.0
0-4351945,302.0
0-4351945,301.0
0-4351945,300.0
0-4351945,297.0
0-4351945,301.0
0-4351945,301.0
0-4351945,300.0
0-4351945,587.0
0-4351945,15.0
0-4351945,333.0
0-4351945,264.0
0-4351945,301.0
0-4351945,298.0
0-4351945,301.0
0-4351945,299.0
0-4351945,302.0
0-4351945,298.0
0-4351945,300.0
0-4351945,300.0
0-4351945,300.0
0-4351945,303.0
0-4351945,301.0
0-4351945,296.0
0-4351945,300.0
0-4351945,301.0
0-4351945,299.0
0-4351945,301.0
0-4351945,303.0
0-4351945,298.0
0-4351945,300.0
0-4351945,301.0
0-4351945,297.0
0-4351945,304.0
0-4351945,299.0
0-4351945,304.0
0-4351945,294.0
0-4351945,302.0
0-4351945,300.0
0-4351945,299.0
0-4351945,300.0
0-4351945,303.0
0-4351945,302.0
0-4351945,295.0
0-4351945,301.0
0-4351945,301.0
0-4351945,297.0
0-4351945,301.0
0-4351945,300.0
0-4351945,299.0
0-4351945,302.0
0-4351945,298.0
0-4351945,300.0
0-4351945,301.0
0-4351945,301.0
0-4351945,299.0
0-4351945,299.0
0-4351945,303.0
0-4351945,299.0
0-4351945,299.0
0-4351945,301.0
0-4351945,299.0
0-4351945,299.0
0-4351945,300.0
0-4351945,300.0
0-4351945,299.0
0-4351945,303.0
0-4351945,297.0
0-4351945,304.0
0-4351945,300.0
0-4351945,296.0
0-4351945,303.0
0-4351945,299.0
0-4351945,298.0
0-4351945,301.0
0-4351945,300.0
0-4351945,301.0
0-4351945,302.0
0-4351945,301.0
0-4351945,296.0
0-4351945,302.0
0-4351945,300.0
0-4351945,300.0
0-4351945,301.0
0-4351945,300.0
0-4351945,298.0
0-4351945,302.0
0-4351945,300.0
0-4351945,300.0
0-4351945,296.0
0-4351945,303.0
0-4351945,300.0
0-4351945,300.0
0-4351945,301.0
0-4351945,302.0
0-4351945,297.0
0-4351945,298.0
0-4351945,310.0
0-4351945,289.0
0-4351945,300.0
0-4351945,304.0
0-4351945,299.0
0-4351945,300.0
0-4351945,300.0
0-4351945,301.0
0-4351945,483.0
0-4351945,114.0
0-4351945,300.0
0-4351945,299.0
0-4351945,300.0
0-4351945,300.0
0-4351945,300.0
0-4351945,306.0
0-4351945,294.0
0-4351945,299.0
0-4351945,301.0
0-4351945,302.0
0-4351945,298.0
0-4351945,301.0
0-4351945,301.0
0-4351945,302.0
0-4351945,298.0
0-4351945,301.0
0-4351945,298.0
0-4351945,304.0
0-4351945,296.0
0-4351945,299.0
0-4351945,303.0
0-4351945,300.0
0-4351945,299.0
0-4351945,301.0
0-4351945,297.0
0-4351945,300.0
0-4351945,302.0
0-4351945,300.0
0-4351945,300.0
0-4351945,299.0
0-4351945,300.0
0-4351945,305.0
0-4351945,294.0
0-4351945,300.0
0-4351945,303.0
0-4351945,300.0
0-4351945,298.0
0-4351945,303.0
0-4351945,299.0
0-4351945,303.0
0-4351945,295.0
0-4351945,302.0
0-4351945,298.0
0-4351945,300.0
0-4351945,299.0
0-4351945,301.0
0-4351945,299.0
0-4351945,303.0
0-4351945,298.0
0-4351945,299.0
0-4351945,422.0
0-4351945,179.0
0-4351945,300.0
0-4351945,301.0
0-4351945,299.0
0-4351945,301.0
0-4351945,300.0
0-4351945,300.0
0-4351945,300.0
0-4351945,300.0
0-4351945,301.0
0-4351945,300.0
0-4351945,299.0
0-4351945,302.0
0-4351945,302.0
0-4351945,297.0
0-4351945,296.0
0-4351945,303.0
0-4351945,300.0
0-4351945,298.0
0-4351945,305.0
0-4351945,297.0
0-4351945,302.0
0-4351945,302.0
0-4351945,296.0
0-4351945,300.0
0-4351945,300.0
0-4351945,300.0
0-4351945,299.0
0-4351945,301.0
0-4351945,300.0
0-4351945,300.0
0-4351945,298.0
0-4351945,529.0
0-4351945,134.0
0-4351945,240.0
0-4351945,300.0
0-4351945,301.0
0-4351945,297.0
0-4351945,302.0
0-4351945,300.0
0-4351945,301.0
0-4351945,299.0
0-4351945,299.0
0-4351945,299.0
0-4351945,303.0
0-4351945,297.0
0-4351945,303.0
0-4351945,299.0
0-4351945,299.0
0-4351945,302.0
0-4351945,301.0
0-4351945,297.0
0-4351945,300.0
0-4351945,298.0
0-4351945,304.0
0-4351945,602.0
0-4351945,295.0
0-4351945,299.0
0-4351945,301.0
0-4351945,303.0
0-4351945,298.0
0-4351945,307.0
0-4351945,298.0
0-4351945,601.0
0-4351945,297.0
0-4351945,299.0
0-4351945,302.0
0-4351945,301.0
0-4351945,308.0
0-4351945,300.0
0-4351945,288.0
0-4351945,300.0
0-4351945,302.0
0-4351945,302.0
0-4351945,307.0
0-4351945,301.0
0-4351945,297.0
0-4351945,304.0
0-4351945,299.0
0-4351945,301.0
0-4351945,299.0
0-4351945,338.0
0-4351945,249.0
0-4351945,311.0
0-4351945,290.0
0-4351945,303.0
0-4351945,301.0
0-4351945,299.0
0-4351945,300.0
0-4351945,297.0
0-4351945,301.0
0-4351945,299.0
0-4351945,302.0
0-4351945,296.0
0-4351945,302.0
0-4351945,299.0
0-4351945,601.0
0-4351945,300.0
0-4351945,304.0
0-4351945,296.0
0-4351945,300.0
0-4351945,300.0
0-4351945,300.0
0-4351945,300.0
0-4351945,301.0
0-4351945,298.0
0-4351945,299.0
0-4351945,303.0
0-4351945,300.0
0-4351945,299.0
0-4351945,303.0
0-4351945,294.0
0-4351945,305.0
0-4351945,300.0
0-4351945,298.0
0-4351945,300.0
0-4351945,301.0
0-4351945,300.0
0-4351945,300.0
0-4351945,300.0
0-4351945,304.0
0-4351945,299.0
0-4351945,582.0
0-4351945,15.0
0-4351945,298.0
0-4351945,301.0
0-4351945,298.0
0-4351945,304.0
0-4351945,299.0
0-4351945,299.0
0-4351945,298.0
0-4351945,301.0
0-4351945,299.0
0-4351945,300.0
0-4351945,302.0
0-4351945,297.0
0-4351945,304.0
0-4351945,597.0
0-4351945,303.0
0-4351945,298.0
0-4351945,302.0
0-4351945,298.0
0-4351945,299.0
0-4351945,303.0
0-4351945,298.0
0-4351945,301.0
0-4351945,303.0
0-4351945,296.0
0-4351945,297.0
0-4351945,303.0
0-4351945,301.0
0-4351945,298.0
0-4351945,302.0
0-4351945,299.0
0-4351945,305.0
0-4351945,596.0
0-4351945,299.0
0-4351945,299.0
0-4351945,302.0
0-4351945,300.0
0-4351945,301.0
0-4351945,599.0
0-4351945,299.0
0-4351945,299.0
0-4351945,302.0
0-4351945,299.0
0-4351945,301.0
0-4351945,300.0
0-4351945,298.0
0-4351945,600.0
0-4351945,302.0
0-4351945,300.0
0-4351945,299.0
0-4351945,302.0
0-4351945,298.0
0-4351945,303.0
0-4351945,298.0
0-4351945,298.0
0-4351945,601.0
0-4351945,300.0
0-4351945,301.0
0-4351945,301.0
0-4351945,299.0
0-4351945,301.0
0-4351945,300.0
0-4351945,301.0
0-4351945,296.0
0-4351945,302.0
0-4351945,300.0
0-4351945,300.0
0-4351945,299.0
0-4351945,300.0
0-4351945,303.0
0-4351945,301.0
0-4351945,296.0
0-4351945,301.0
0-4351945,298.0
0-4351945,301.0
0-4351945,302.0
0-4351945,298.0
0-4351945,299.0
0-4351945,601.0
0-4351945,299.0
0-4351945,303.0
0-4351945,301.0
0-4351945,299.0
0-4351945,300.0
0-4351945,301.0
0-4351945,298.0
0-4351945,301.0
0-4351945,300.0
0-4351945,299.0
0-4351945,300.0
0-4351945,300.0
0-4351945,358.0
0-4351945,244.0
