,dt
441,1799.938134912
442,1799.938144896
443,1799.938144896
444,1799.938134912
445,1799.938144896
446,1799.938134784
447,1799.938144896
448,1799.938144896
449,1799.938134912
450,1799.938144896
451,1799.938134784
452,1799.938145024
453,1799.938144896
454,1799.938134784
455,1799.938144896
456,1799.938134912
457,1799.938144896
458,1799.938134784
459,1799.938144896
460,1799.938145024
461,1799.938134784
462,1799.938144896
463,1799.938134912
464,1799.938144896
465,1799.938144896
466,1799.938134784
467,1799.938144896
468,1799.938134912
469,1799.938144896
470,1799.938144896
471,1799.938134912
472,1799.938144896
473,1799.938134784
474,1799.938144896
475,1799.938144896
476,1799.938134912
477,1799.938144896
478,1799.938134784
479,1799.938145024
480,1799.938144896
481,1799.938134784
482,1799.938144896
483,1799.938134912
484,1799.938144896
485,1799.938134784
486,1799.938144896
487,1799.938145024
488,1799.938134784
489,1799.938144896
490,1799.938134912
491,1799.938144896
492,1799.938144896
493,1799.938134784
495,1800.000003328
496,1799.999993344
497,1800.000003328
498,1800.000003328
499,1799.999993344
500,1800.000003328
501,1800.000003328
502,1799.999993344
503,1800.000003328
504,1800.000003328
505,1799.999993344
506,1800.000003328
507,1800.000003328
508,1799.999993344
509,1800.000003328
510,1800.000003328
511,1799.999993344
512,1800.000003328
513,1800.000003328
514,1799.999993344
515,1800.000003328
516,1800.000003328
517,1799.999993344
518,1800.000003328
519,1800.000003328
520,1799.999993344
521,1800.000003328
522,1800.000003328
523,1799.999993344
524,1800.000003328
525,1800.000003328
526,1799.999993344
527,1800.000003328
528,1800.000003328
529,1799.999993344
530,1800.000003328
531,1800.000003328
532,1799.999993344
533,1800.000003328
534,1800.000003328
535,1799.999993344
536,1800.000003328
537,1800.000003328
538,1799.999993344
539,1800.000003328
540,1800.000003328
541,1799.999993344
542,1800.000003328
543,1800.000003328
544,1799.999993344
545,1800.000003328
546,1800.000003328
547,1799.999993344
548,1800.000003328
549,1800.000003328
550,1799.999993344
551,1800.000003328
552,1800.000003328
553,1799.999993344
554,1800.000003328
555,1800.000003328
556,1799.999993344
557,1800.000003328
558,1800.000003328
559,1799.999993344
560,1800.000003328
561,1800.000003328
562,1799.999993344
563,1800.000003328
564,1800.000003328
565,1799.999993344
566,1800.000003328
567,1800.000003328
568,1799.999993344
569,1800.000003328
570,1800.000003328
571,1799.999993344
572,1800.000003328
573,1800.000003328
574,1799.999993344
575,1800.000003328
576,1800.000003328
577,1799.999993344
578,1800.000003328
579,1800.000003328
580,1799.999993344
581,1800.000003328
582,1800.000003328
583,1799.999993344
584,1800.000003328
585,1800.000003328
586,1799.999993344
587,1800.000003328
588,1800.000003328
589,1799.999993344
590,1800.000003328
591,1800.000003328
592,1799.999993344
593,1800.000003328
594,1800.000003328
595,1799.999993344
596,1800.000003328
597,1800.000003328
598,1799.999993344
599,1800.000003328
600,1800.000003328
601,1799.999993344
602,1800.000003328
603,1800.000003328
604,1799.999993344
605,1800.000003328
606,1800.000003328
607,1799.999993344
608,1800.000003328
609,1800.000003328
610,1799.999993344
611,1800.000003328
612,1800.000003328
613,1799.999993344
614,1800.000003328
615,1800.000003328
616,1799.999993344
617,1800.000003328
618,1800.000003328
619,1799.999993344
620,1800.000003328
621,1800.000003328
622,1799.999993344
623,1800.000003328
624,1800.000003328
625,1799.999993344
626,1800.000003328
627,1800.000003328
628,1799.999993344
629,1800.000003328
630,1800.000003328
631,1799.999993344
632,1800.000003328
633,1800.000003328
634,1799.999993344
635,1800.000003328
636,1800.000003328
637,1799.999993344
638,1800.000003328
639,1800.000003328
640,1799.999993344
641,1800.000003328
642,1800.000003328
643,1799.999993344
644,1800.000003328
645,1800.000003328
646,1799.999993344
647,1800.000003328
648,1800.000003328
649,1799.999993344
650,1800.000003328
651,1800.000003328
652,1799.999993344
653,1800.000003328
654,1800.000003328
655,1799.999993344
656,1800.000003328
657,1800.000003328
658,1799.999993344
659,1800.000003328
660,1800.000003328
661,1799.999993344
662,1800.000003328
663,1800.000003328
664,1799.999993344
665,1800.000003328
666,1800.000003328
667,1799.999993344
668,1800.000003328
669,1800.000003328
670,1799.999993344
671,1800.000003328
672,1800.000003328
673,1799.999993344
674,1800.000003328
675,1800.000003328
676,1799.999993344
677,1800.000003328
678,1800.000003328
679,1799.999993344
680,1800.000003328
681,1800.000003328
682,1799.999993344
683,1800.000003328
684,1800.000003328
685,1799.999993344
686,1800.000003328
687,1800.000003328
688,1799.999993344
689,1800.000003328
690,1800.000003328
691,1799.999993344
692,1800.000003328
693,1800.000003328
694,1799.999993344
695,1800.000003328
696,1800.000003328
697,1799.999993344
698,1800.000003328
699,1800.000003328
700,1799.999993344
701,1800.000003328
702,1800.000003328
703,1799.999993344
704,1800.000003328
705,1800.000003328
706,1799.999993344
707,1800.000003328
708,1800.000003328
709,1799.999993344
710,1800.000003328
711,1800.000003328
712,1799.999993344
